news_id,label,score,pos,neg,neu,scored_at
41789024,neutral,0.99609375,2.384185791015625e-07,0.0037078857421875,0.99609375,2026-04-23T00:31:41.945856+00:00
41788938,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41784504,neutral,0.99951171875,9.608268737792969e-05,0.0004172325134277344,0.99951171875,2026-04-23T00:31:41.945856+00:00
41780785,negative,1.0,0.0,1.0,4.112720489501953e-06,2026-04-23T00:31:41.945856+00:00
41774301,negative,0.98046875,0.0001760721206665039,0.98046875,0.0191192626953125,2026-04-23T00:31:41.945856+00:00
41751095,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41747359,neutral,1.0,5.960464477539063e-08,1.4722347259521484e-05,1.0,2026-04-23T00:31:41.945856+00:00
41747324,positive,0.96484375,0.96484375,1.8477439880371094e-06,0.03515625,2026-04-23T00:31:41.945856+00:00
41747293,neutral,1.0,0.0,2.3245811462402344e-06,1.0,2026-04-23T00:31:41.945856+00:00
41746746,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41743049,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41742530,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41740288,neutral,0.9990234375,1.1920928955078125e-07,0.0009398460388183594,0.9990234375,2026-04-23T00:31:41.945856+00:00
41735761,neutral,0.93994140625,5.960464477539063e-08,0.060089111328125,0.93994140625,2026-04-23T00:31:41.945856+00:00
41735917,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41735699,neutral,0.8671875,0.1329345703125,1.3589859008789062e-05,0.8671875,2026-04-23T00:31:41.945856+00:00
41735562,neutral,0.5849609375,1.0132789611816406e-06,0.414794921875,0.5849609375,2026-04-23T00:31:41.945856+00:00
41732371,positive,1.0,1.0,0.0,9.5367431640625e-07,2026-04-23T00:31:41.945856+00:00
41723430,negative,1.0,0.0,1.0,1.1920928955078125e-07,2026-04-23T00:31:41.945856+00:00
41718339,positive,0.9970703125,0.9970703125,1.7881393432617188e-07,0.0031719207763671875,2026-04-23T00:31:41.945856+00:00
41718255,neutral,1.0,0.0,4.112720489501953e-06,1.0,2026-04-23T00:31:41.945856+00:00
41715348,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
41692704,neutral,1.0,6.014108657836914e-05,1.3828277587890625e-05,1.0,2026-04-23T00:31:41.945856+00:00
41692096,neutral,0.9990234375,0.0,0.0008559226989746094,0.9990234375,2026-04-23T00:31:41.945856+00:00
41691728,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
41637313,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
41628938,positive,1.0,1.0,5.960464477539063e-08,5.245208740234375e-06,2026-04-23T00:31:41.945856+00:00
41625503,positive,0.91064453125,0.91064453125,0.07476806640625,0.01471710205078125,2026-04-23T00:31:41.945856+00:00
41623158,neutral,0.984375,0.0154266357421875,5.364418029785156e-07,0.984375,2026-04-23T00:31:41.945856+00:00
41619631,neutral,0.99853515625,2.980232238769531e-07,0.0016489028930664062,0.99853515625,2026-04-23T00:31:41.945856+00:00
41619486,positive,1.0,1.0,0.0,2.980232238769531e-07,2026-04-23T00:31:41.945856+00:00
41613462,neutral,0.6513671875,0.3486328125,1.609325408935547e-05,0.6513671875,2026-04-23T00:31:41.945856+00:00
41611674,neutral,0.99951171875,7.152557373046875e-07,0.0002868175506591797,0.99951171875,2026-04-23T00:31:41.945856+00:00
41611580,positive,1.0,1.0,0.0,2.980232238769531e-07,2026-04-23T00:31:41.945856+00:00
41547084,positive,1.0,1.0,1.7881393432617188e-07,2.0802021026611328e-05,2026-04-23T00:31:41.945856+00:00
41496093,neutral,1.0,1.7881393432617188e-06,3.319978713989258e-05,1.0,2026-04-23T00:31:41.945856+00:00
41496090,neutral,1.0,2.980232238769531e-07,2.3543834686279297e-05,1.0,2026-04-23T00:31:41.945856+00:00
41487186,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
41485439,neutral,1.0,0.0,1.0132789611816406e-05,1.0,2026-04-23T00:31:41.945856+00:00
41485411,neutral,1.0,0.0,3.3974647521972656e-06,1.0,2026-04-23T00:31:41.945856+00:00
41483751,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
41483617,neutral,1.0,0.0,1.8358230590820312e-05,1.0,2026-04-23T00:31:41.945856+00:00
41454874,positive,1.0,1.0,0.0,3.647804260253906e-05,2026-04-23T00:31:41.945856+00:00
41423624,neutral,0.91650390625,0.080078125,0.003204345703125,0.91650390625,2026-04-23T00:31:41.945856+00:00
41407299,neutral,1.0,0.0,1.5676021575927734e-05,1.0,2026-04-23T00:31:41.945856+00:00
41388430,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41369433,neutral,1.0,0.0,2.205371856689453e-06,1.0,2026-04-23T00:31:41.945856+00:00
41366802,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
41355547,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41355560,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
41354395,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41354202,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
41348822,negative,1.0,0.0,1.0,2.5093555450439453e-05,2026-04-23T00:31:41.945856+00:00
41340207,neutral,1.0,0.0,6.973743438720703e-06,1.0,2026-04-23T00:31:41.945856+00:00
41314873,neutral,0.56201171875,0.437744140625,1.4781951904296875e-05,0.56201171875,2026-04-23T00:31:41.945856+00:00
41295866,neutral,1.0,5.960464477539063e-08,2.9802322387695312e-06,1.0,2026-04-23T00:31:41.945856+00:00
41294604,neutral,1.0,0.0,2.562999725341797e-06,1.0,2026-04-23T00:31:41.945856+00:00
41293606,negative,1.0,2.980232238769531e-07,1.0,1.519918441772461e-05,2026-04-23T00:31:41.945856+00:00
41293583,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
41292585,neutral,1.0,1.7881393432617188e-07,6.014108657836914e-05,1.0,2026-04-23T00:31:41.945856+00:00
41291453,neutral,0.9306640625,0.06951904296875,9.298324584960938e-06,0.9306640625,2026-04-23T00:31:41.945856+00:00
41277323,neutral,0.99267578125,0.006900787353515625,0.0002593994140625,0.99267578125,2026-04-23T00:31:41.945856+00:00
41271593,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41270890,neutral,1.0,0.0,0.00017404556274414062,1.0,2026-04-23T00:31:41.945856+00:00
41261714,neutral,0.9970703125,0.00279998779296875,1.2576580047607422e-05,0.9970703125,2026-04-23T00:31:41.945856+00:00
41261639,neutral,0.9990234375,0.0009112358093261719,2.664327621459961e-05,0.9990234375,2026-04-23T00:31:41.945856+00:00
41261119,neutral,1.0,5.960464477539063e-08,4.351139068603516e-06,1.0,2026-04-23T00:31:41.945856+00:00
41256584,negative,0.7373046875,2.384185791015625e-07,0.7373046875,0.262939453125,2026-04-23T00:31:41.945856+00:00
41256533,neutral,1.0,4.982948303222656e-05,6.973743438720703e-06,1.0,2026-04-23T00:31:41.945856+00:00
41256147,neutral,1.0,0.0,1.043081283569336e-05,1.0,2026-04-23T00:31:41.945856+00:00
41256017,neutral,1.0,5.960464477539063e-08,2.1457672119140625e-06,1.0,2026-04-23T00:31:41.945856+00:00
41254344,positive,1.0,1.0,0.0,0.0,2026-04-23T00:31:41.945856+00:00
41254171,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
41244388,neutral,1.0,2.384185791015625e-07,2.086162567138672e-06,1.0,2026-04-23T00:31:41.945856+00:00
41236003,neutral,0.99951171875,0.0,0.0004305839538574219,0.99951171875,2026-04-23T00:31:41.945856+00:00
41222716,negative,0.99951171875,2.205371856689453e-06,0.99951171875,0.0004172325134277344,2026-04-23T00:31:41.945856+00:00
41212582,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
41207810,neutral,0.99951171875,5.960464477539063e-08,0.00039196014404296875,0.99951171875,2026-04-23T00:31:41.945856+00:00
41141046,negative,1.0,8.344650268554688e-07,1.0,5.9604644775390625e-06,2026-04-23T00:31:41.945856+00:00
41126775,positive,0.99462890625,0.99462890625,7.62939453125e-06,0.00555419921875,2026-04-23T00:31:41.945856+00:00
41118147,negative,0.90234375,0.002696990966796875,0.90234375,0.0950927734375,2026-04-23T00:31:41.945856+00:00
41101426,positive,0.99658203125,0.99658203125,8.344650268554688e-06,0.0031719207763671875,2026-04-23T00:31:41.945856+00:00
41091226,positive,1.0,1.0,1.7881393432617188e-07,6.204843521118164e-05,2026-04-23T00:31:41.945856+00:00
41090821,positive,1.0,1.0,0.0,1.1920928955078125e-07,2026-04-23T00:31:41.945856+00:00
41090811,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41055153,positive,1.0,1.0,1.1920928955078125e-07,6.812810897827148e-05,2026-04-23T00:31:41.945856+00:00
41051661,neutral,0.994140625,5.960464477539063e-08,0.00572967529296875,0.994140625,2026-04-23T00:31:41.945856+00:00
41048013,neutral,0.90185546875,0.09808349609375,1.6570091247558594e-05,0.90185546875,2026-04-23T00:31:41.945856+00:00
41046503,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41033980,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41032537,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
41022098,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41013024,neutral,1.0,3.5762786865234375e-07,1.2218952178955078e-05,1.0,2026-04-23T00:31:41.945856+00:00
41011971,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
41011852,positive,1.0,1.0,0.0,2.586841583251953e-05,2026-04-23T00:31:41.945856+00:00
41010816,neutral,1.0,5.960464477539063e-08,3.0994415283203125e-06,1.0,2026-04-23T00:31:41.945856+00:00
41010806,neutral,1.0,0.0,1.2993812561035156e-05,1.0,2026-04-23T00:31:41.945856+00:00
41009545,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41008867,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
41008757,negative,1.0,0.0,1.0,2.0802021026611328e-05,2026-04-23T00:31:41.945856+00:00
41008728,positive,1.0,1.0,0.0,1.1920928955078125e-07,2026-04-23T00:31:41.945856+00:00
41004754,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
40993998,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
40962454,neutral,1.0,5.960464477539063e-08,2.6702880859375e-05,1.0,2026-04-23T00:31:41.945856+00:00
40956963,positive,1.0,1.0,0.0,7.748603820800781e-07,2026-04-23T00:31:41.945856+00:00
40940211,positive,1.0,1.0,1.7881393432617188e-07,2.1457672119140625e-05,2026-04-23T00:31:41.945856+00:00
40923390,neutral,1.0,0.0,5.829334259033203e-05,1.0,2026-04-23T00:31:41.945856+00:00
40922042,neutral,1.0,1.1920928955078125e-06,2.3543834686279297e-05,1.0,2026-04-23T00:31:41.945856+00:00
40873876,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
40858749,positive,1.0,1.0,1.1920928955078125e-07,6.812810897827148e-05,2026-04-23T00:31:41.945856+00:00
40837828,positive,0.998046875,0.998046875,4.172325134277344e-07,0.001926422119140625,2026-04-23T00:31:41.945856+00:00
40808118,neutral,1.0,0.0001634359359741211,4.231929779052734e-06,1.0,2026-04-23T00:31:41.945856+00:00
40800668,neutral,1.0,0.0,1.7762184143066406e-05,1.0,2026-04-23T00:31:41.945856+00:00
40797937,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
40794067,negative,0.99951171875,7.748603820800781e-07,0.99951171875,0.0002694129943847656,2026-04-23T00:31:41.945856+00:00
40793957,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
40774643,neutral,0.9677734375,0.0321044921875,9.655952453613281e-06,0.9677734375,2026-04-23T00:31:41.945856+00:00
40695423,positive,1.0,1.0,0.0,1.1920928955078125e-07,2026-04-23T00:31:41.945856+00:00
40630321,positive,1.0,1.0,0.0,2.980232238769531e-07,2026-04-23T00:31:41.945856+00:00
40612929,positive,0.9912109375,0.9912109375,0.00013017654418945312,0.00884246826171875,2026-04-23T00:31:41.945856+00:00
40606975,neutral,1.0,0.0,9.5367431640625e-06,1.0,2026-04-23T00:31:41.945856+00:00
40583951,neutral,0.99951171875,0.0,0.0004172325134277344,0.99951171875,2026-04-23T00:31:41.945856+00:00
40558737,neutral,1.0,0.0,1.150369644165039e-05,1.0,2026-04-23T00:31:41.945856+00:00
40558621,negative,1.0,1.1920928955078125e-07,1.0,6.556510925292969e-06,2026-04-23T00:31:41.945856+00:00
40556937,neutral,1.0,5.960464477539063e-08,4.398822784423828e-05,1.0,2026-04-23T00:31:41.945856+00:00
40555088,neutral,1.0,9.03010368347168e-05,8.165836334228516e-06,1.0,2026-04-23T00:31:41.945856+00:00
40531688,neutral,1.0,0.0,1.4722347259521484e-05,1.0,2026-04-23T00:31:41.945856+00:00
40515606,negative,1.0,0.0,1.0,0.0,2026-04-23T00:31:41.945856+00:00
40472362,neutral,1.0,5.960464477539063e-08,3.11732292175293e-05,1.0,2026-04-23T00:31:41.945856+00:00
40469180,neutral,0.99951171875,5.960464477539063e-08,0.00040459632873535156,0.99951171875,2026-04-23T00:31:41.945856+00:00
40445354,positive,1.0,1.0,0.0,5.960464477539063e-08,2026-04-23T00:31:41.945856+00:00
40441392,positive,0.99951171875,0.99951171875,0.0,0.0005359649658203125,2026-04-23T00:31:41.945856+00:00
40441372,positive,1.0,1.0,0.0,1.0728836059570312e-06,2026-04-23T00:31:41.945856+00:00
40441355,negative,1.0,0.0,1.0,1.2516975402832031e-06,2026-04-23T00:31:41.945856+00:00
40424085,neutral,0.99951171875,3.3974647521972656e-06,0.0002453327178955078,0.99951171875,2026-04-23T00:31:41.945856+00:00
